,ID,Mesto,Okres,Druh,Stav,Ulica,Vytah,Ener_cert,Uzit_plocha,Latitude,Longitude,Cena,Rok_vystavby,Podlazie,Pocet_nadzem_podlazi,Lodzia,Balkon,Garazove_statie,Kurenie,Garaz
2750,nehnutelnosti.sk_4203759,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Majernikova,,,100,48.1544923,17.047372,249900,,,,,,,,
2751,nehnutelnosti.sk_3976729,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Novostavba,Dvorakovo nabrezie,Ano,,196,48.1485977,17.107748,1230900,,,,,,Ano,,
2752,nehnutelnosti.sk_4153828,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Kastielska,Ano,,58,48.1477035,17.1677803,177000,,11,,,,,,
2753,nehnutelnosti.sk_4221596,Bratislava V - Petrzalka,okres Bratislava,Garsonka,Čiastočná rekonštrukcia,Vilova,,,20,48.1241968,17.0968209,79000,,,,,,,,
2754,nehnutelnosti.sk_4221698,Bratislava II - Vrakuna,okres Bratislava,4 izbovy byt,Pôvodný stav,Toryska,Ano,A,82,48.1366553,17.2091572,147000,,1,4,,,,,
2755,nehnutelnosti.sk_4104667,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Sibirska,Ano,,64,48.164164,17.1225914,239000,,3,5,Ano,Ano,,,
2756,nehnutelnosti.sk_4130640,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Bajkalska,Ano,,78,48.1542939,17.1455133,285000,,17,24,,Ano,Ano,,
2757,nehnutelnosti.sk_4110672,Bratislava IV - Dubravka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Zatevna,,,68,48.1887835,17.0287798,,,,,,,,,
2758,nehnutelnosti.sk_4219687,Bratislava II - Vrakuna,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Majoranova,,,51,48.1539408,17.1929918,137000,,1,2,,Ano,,,
2759,nehnutelnosti.sk_4219432,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Nevadzova,,,90,48.1521968,17.1562619,320000,,,,,,,,
2760,nehnutelnosti.sk_4121920,Bratislava II - Vrakuna,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Cilizska,Ano,,73,48.1453315,17.2073352,150500,,3,7,Ano,,,,
2761,nehnutelnosti.sk_4219378,Bratislava V - Petrzalka,okres Bratislava,Garsonka,Kompletná rekonštrukcia,Sustekova,Ano,nema,25,48.1278202,17.1245688,99900,,11,13,Ano,,,,
2762,nehnutelnosti.sk_4108984,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Pod Gastanmi,,,55,48.1384102,17.1743262,88900,,1,1,,,Ano,,Ano
2763,nehnutelnosti.sk_4220072,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Novostavba,Vajnorska,Ano,A,80,48.1712321,17.1499302,335000,2020,5,7,,,,,
2764,nehnutelnosti.sk_4220584,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Pôvodný stav,Palarikova,,,47,48.1573298,17.1113531,182000,,,,,,,,
2765,nehnutelnosti.sk_3715545,Bratislava I - Stare Mesto,okres Bratislava,1 izbovy byt,Novostavba,Gundulicova,Ano,,38,48.1485977,17.107748,179300,,,,,,,,
2766,nehnutelnosti.sk_4197117,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Sustekova,Ano,,56,48.1278202,17.1245688,179000,,3,7,,Ano,,,Ano
2767,nehnutelnosti.sk_4181173,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Mierova,,,44,48.149910646975,17.167253494262,185000,,,,,,,,
2768,nehnutelnosti.sk_4220884,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Novostavba,Bajkalska 9,Ano,B,87,48.1640281,17.1390633,248000,2009,6,22,,,,,
2769,nehnutelnosti.sk_4219457,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Furdekova,,,72,48.12170015,17.09877982508,179000,,,,,,,,
2770,nehnutelnosti.sk_4219241,Bratislava IV - Devinska Nova Ves,okres Bratislava,1 izbovy byt,Pôvodný stav,Milana Marecka,,,40,48.2067712,16.9783987,96000,,,,,,,,
2771,nehnutelnosti.sk_4024718,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Pribisova,,,64,48.1544607,17.0477647,185000,,,,,,,,
2772,nehnutelnosti.sk_4218789,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,namestie SNP,Ano,,92,48.145369565683,17.110880413851,350000,,2,,,,,,
2773,nehnutelnosti.sk_4219688,Bratislava II - Vrakuna,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Piniova,,,57,48.1498328,17.2115211,127000,,,,,,,,
2774,nehnutelnosti.sk_4217863,Bratislava II - Ruzinov,okres Bratislava,Garsonka,Kompletná rekonštrukcia,Mileticova,Ano,,22,48.1530697,17.1363562,88000,,5,6,,,,Ustredne,
2775,nehnutelnosti.sk_4219395,Bratislava IV - Devinska Nova Ves,okres Bratislava,Garsonka,Kompletná rekonštrukcia,,,,28,48.2094421,16.9727783,63000,,,,,,,,
2776,nehnutelnosti.sk_4220406,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Novostavba,Bajkalska 9B,,,58,48.162646063233,17.139808379429,209000,2009,20,,Ano,,1 x,,
2777,nehnutelnosti.sk_4213141,Bratislava I - Stare Mesto,okres Bratislava,5 a viac izbovy byt,Pôvodný stav,Radlinskeho 45,,B,145,48.155404750133,17.119480150946,549600,2012,6,6,,,,,
2778,nehnutelnosti.sk_4219460,Bratislava II - Ruzinov,okres Bratislava,4 izbovy byt,Novostavba,Drienova,Ano,,195,48.1608728,17.1576312,530000,,7,7,,,,,Ano
2779,nehnutelnosti.sk_3714831,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Novostavba,Gundulicova,Ano,,65,48.1485977,17.107748,270600,,,,,,,,
2780,nehnutelnosti.sk_4172172,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Povazanova,,,38,48.18398530267,17.037198779906,112900,,,,,,,,
2781,nehnutelnosti.sk_4121409,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Pôvodný stav,,Ano,,68,48.1712321,17.1499302,195000,1976,7,8,Ano,,,,
2782,nehnutelnosti.sk_4220029,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,Drobneho,Ano,nema,41,48.1910216,17.039661,107000,,6,12,,,,,
2783,nehnutelnosti.sk_3728545,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Novostavba,Gundulicova,Ano,,78,48.1485977,17.107748,293400,,,,,,,,
2784,nehnutelnosti.sk_3972831,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Puskinova,,,175,48.1535487,17.1043784,,1870,2,4,,,,"Lokalne, Krb",
2785,nehnutelnosti.sk_4175493,Bratislava II - Vrakuna,okres Bratislava,1 izbovy byt,Novostavba,Pod gastanmi 3,,,40,48.156187403838,17.190485635248,88900,,,,,,,,
2786,nehnutelnosti.sk_3728546,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Novostavba,Gundulicova,Ano,,102,48.1485977,17.107748,410900,,,,,,,,
2787,nehnutelnosti.sk_4118953,Bratislava II - Vrakuna,okres Bratislava,1 izbovy byt,Pôvodný stav,Stavbarska,Ano,B,40,48.1398015,17.2044303,45000,,5,10,,Ano,,,
2788,nehnutelnosti.sk_4137354,Bratislava V - Petrzalka,okres Bratislava,Garsonka,Novostavba,Betliarska,Ano,C,24,48.09908779,17.11306811,89000,2011,3,4,,,,,
2789,nehnutelnosti.sk_4218285,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Gundulicova,Ano,,103,48.1501696,17.1056852,410900,,1,5,,,,,
2790,nehnutelnosti.sk_4215893,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Novostavba,Jegeho,,,38,48.157652271748,17.134341717028,144500,,,,,,,,
2791,nehnutelnosti.sk_4218284,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Gundulicova,Ano,,74,48.1501696,17.1056852,293400,,1,5,,Ano,,,
2792,nehnutelnosti.sk_4211994,Bratislava III - Nove Mesto,okres Bratislava,4 izbovy byt,Vo výstavbe,,,,122,48.1661175,17.12389,319000,2020,7,7,,,,,
2793,nehnutelnosti.sk_4218605,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Vlcie hrdlo,,,44,48.1289037,17.1689137,76847,,,8,,,,Ustredne,
2794,nehnutelnosti.sk_4219161,Bratislava II - Vrakuna,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,krikova,,,82,48.1453315,17.2073352,147000,,2,7,Ano,,,,
2795,nehnutelnosti.sk_4218278,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Novostavba,Gundulicova,,,60,48.1501696,17.1056852,270600,,,,,,,,
2796,nehnutelnosti.sk_4218327,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Gundulicova,Ano,C,78,48.150326,17.105466,293400,,1,,,Ano,,,
2797,nehnutelnosti.sk_4152195,Bratislava IV - Karlova Ves,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,Donnerova,Ano,,40,48.157891,17.055385,,,8,8,Ano,,,Ustredne,
2798,nehnutelnosti.sk_4218603,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Vlcie hrdlo,,,40,48.1289037,17.1689137,69527,,,,,,,,
2799,nehnutelnosti.sk_4196849,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Ivanska cesta,Ano,,73,48.172211375285,17.194989830704,197651,,,,6 m,,,,
2800,nehnutelnosti.sk_4197013,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Novostavba,Ivanska cesta,Ano,,31,48.172612053488,17.196448952408,102083,,,,4 m,,,,
2801,nehnutelnosti.sk_4218601,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Vlcie hrdlo,,,45,48.1289037,17.1689137,71985,,,8,,,,Ustredne,
2802,nehnutelnosti.sk_4218767,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Krasnohorska,Ano,nema,66,48.0983841,17.11391,165000,,12,12,Ano,,,,
2803,nehnutelnosti.sk_4218156,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Mlynarovicova,,,70,48.1264915,17.1208737,169990,,,,,,,,
2804,nehnutelnosti.sk_4148278,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,29.augusta,Ano,,71,48.147814231752,17.121055641873,225000,1926,1,,,,,Ustredne,
2805,nehnutelnosti.sk_4218296,Bratislava IV - Lamac,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Bakosova 8,,,43,48.197705282338,17.048496305986,123000,,,,,,,,
2806,nehnutelnosti.sk_4218604,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Vlcie hrdlo,,,44,48.1289037,17.1689137,76847,,,8,,,,Ustredne,
2807,nehnutelnosti.sk_4218280,Bratislava V - Petrzalka,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Holicska,Ano,,70,48.1089652,17.1061306,167888,,1,12,Ano,,,,
2808,nehnutelnosti.sk_4218600,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Vlcie hrdlo,,,40,48.1289037,17.1689137,69527,,,,,,,,
2809,nehnutelnosti.sk_4218277,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,Ano,,74,48.1501696,17.1056852,296100,,1,5,,,,,
2810,nehnutelnosti.sk_4181979,Bratislava IV - Karlova Ves,okres Bratislava,4 izbovy byt,Kompletná rekonštrukcia,Pribisova,,,64,48.1532684,17.0489407,185000,,,,,,,,
2811,nehnutelnosti.sk_4218331,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,Ano,C,20,48.150326,17.105466,270600,,5,5,,,,,
2812,nehnutelnosti.sk_4153214,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Ulica 29. augusta,,,92,48.1469185,17.1232277,,,3,5,Ano,,,Lokalne,
2813,nehnutelnosti.sk_4218279,Bratislava I - Stare Mesto,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Gundulicova,Ano,,39,48.1501696,17.1056852,179300,,5,5,,,,,
2814,nehnutelnosti.sk_4218276,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,Ano,,59,48.1501696,17.1056852,274800,,3,5,,Ano,,,
2815,nehnutelnosti.sk_4196943,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,Ivanska cesta,Ano,,47,48.172554813936,17.196577698441,139035,,3,,5 m,,,,
2816,nehnutelnosti.sk_4218785,Bratislava I - Stare Mesto,okres Bratislava,1 izbovy byt,Novostavba,Landererova,,,41,48.1423068,17.1300388,195000,,,,,,,,
2817,nehnutelnosti.sk_4129198,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Novostavba,,,,58,48.149853382088,17.166794299555,177000,,,,,,,,
2818,nehnutelnosti.sk_4115279,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,Ano,,60,48.1501696,17.1056852,270600,,,5,,Ano,,,
2819,nehnutelnosti.sk_4217371,Bratislava II - Vrakuna,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Estonska,,,35,48.1432935,17.2018581,1,,,,,,,,
2820,nehnutelnosti.sk_3645844,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,,Ano,B,78,48.143809,17.158374,29908279,,12,12,,Ano,,,
2821,nehnutelnosti.sk_4129258,Bratislava IV - Dubravka,okres Bratislava,5 a viac izbovy byt,Novostavba,Bazovskeho,,,215,48.182855990135,17.04223036766,580000,,,,,,,,
2822,nehnutelnosti.sk_4217376,Bratislava II - Vrakuna,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,Stavbarska,Ano,,82,48.1453315,17.2073352,140000,,1,7,Ano,,,,
2823,nehnutelnosti.sk_4187874,Bratislava II - Vrakuna,okres Bratislava,4 izbovy byt,Novostavba,Hradska,,,160,48.1515887,17.2007772,286400,,,1,,,,,
2824,nehnutelnosti.sk_4216539,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,Zaluzicka,Ano,,43,48.1611571,17.1564921,139900,,4,6,,,,Ustredne,
2825,nehnutelnosti.sk_4016192,Bratislava II - Vrakuna,okres Bratislava,3 izbovy byt,Novostavba,Domasska,,,106,48.1421623,17.2129002,229900,,,,,,,Podlahove,
2826,nehnutelnosti.sk_4216575,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Jasikova,Ano,nema,62,48.1555946,17.1669643,169000,,5,7,,,,,
2827,nehnutelnosti.sk_4217734,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Novostavba,Antolska,,,23,48.1035533,17.1155405,79900,,,,,,,,
2828,nehnutelnosti.sk_4217748,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Novostavba,Tomasikova,Ano,,58,48.1640388,17.1524008,195000,2007,7,11,Ano,,,,
2829,nehnutelnosti.sk_4192281,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Novostavba,Dlhe diely III,,,108,48.1516758,17.037509,350000,,,,,,,,
2830,nehnutelnosti.sk_4217086,Bratislava IV - Dubravka,okres Bratislava,1 izbovy byt,Pôvodný stav,Drobneho 2,,,40,48.190478950572,17.036770758955,107000,,,,,,,,
2831,nehnutelnosti.sk_4216541,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Trencianska,,,95,48.152608,17.142673,399000,,,,,,,,
2832,nehnutelnosti.sk_4118809,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Mickiewiczova,Ano,B,106,48.150204,17.116248,290000,,2,6,,Ano,,,
2833,nehnutelnosti.sk_4187873,Bratislava II - Vrakuna,okres Bratislava,2 izbovy byt,Novostavba,Hradska,,,107,48.1515887,17.2007772,151500,,,1,,,,,
2834,nehnutelnosti.sk_4166323,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,Marie Curie - Sklodowskej,,,36,48.1192102,17.1294789,110000,1984,3,12,,,,Ustredne,
2835,nehnutelnosti.sk_4022609,Bratislava V - Petrzalka,okres Bratislava,Garsonka,Kompletná rekonštrukcia,Jasovska,Ano,,38,48.1108704,17.1115417,129900,,2,12,,,,Ustredne,
2836,nehnutelnosti.sk_4217516,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Dostojevskeho rad,,,59,48.141436,17.1179785,184990,1940,2,4,,,,,
2837,nehnutelnosti.sk_4206089,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Zabotova,,,59,48.1573991,17.1080768,179800,1958,4,4,,,,,
2838,nehnutelnosti.sk_4217026,Bratislava II - Ruzinov,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Kvacalova,,,30,48.151897331881,17.131355009839,135000,,,,,,,,
2839,nehnutelnosti.sk_4023039,Bratislava III - Vajnory,okres Bratislava,Garsonka,Kompletná rekonštrukcia,Puchovska,Ano,,28,48.2161529,17.1666856,74000,,6,9,Ano,,,Lokalne,
2840,nehnutelnosti.sk_4213368,Bratislava II - Vrakuna,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,Jedlova,Ano,,80,48.1413625,17.2077908,146000,1980,8,8,,,,,
2841,nehnutelnosti.sk_4118802,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Pôvodný stav,Radlinskeho,,B,44,48.1530609,17.1186105,132000,,,1,,,,,
2842,nehnutelnosti.sk_4217801,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Novostavba,Stare Grunty 324a,,,,48.152487229644,17.065879395506,1,,,,,,,,
2843,nehnutelnosti.sk_4184220,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Vranovska,Ano,,67,48.124222,17.0936062,159900,,1,8,,Ano,,,
2844,nehnutelnosti.sk_4217128,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Narcisova,Ano,nema,84,48.1555764,17.1613004,283000,,4,5,,Ano,,,
2845,nehnutelnosti.sk_4187891,Bratislava II - Vrakuna,okres Bratislava,3 izbovy byt,Novostavba,Hradska,,,139,48.1453315,17.2073352,194300,,,1,,,,,
2846,nehnutelnosti.sk_4174727,Bratislava V - Jarovce,okres Bratislava,2 izbovy byt,Novostavba,Smaragdova,Ano,,59,48.0703503,17.119603,174970,2012,2,3,,Ano,,,
2847,nehnutelnosti.sk_4214053,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,,,47,48.150026,17.1061491,225300,,,,,,,,
2848,nehnutelnosti.sk_4215755,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Pôvodný stav,Svetla,,,73,48.151046908333,17.085670243994,260000,2011,4,5,,5 m,,,
2849,nehnutelnosti.sk_4214957,Bratislava III - Nove Mesto,okres Bratislava,3 izbovy byt,Pôvodný stav,Trnavska 11,,,120,48.15843074521,17.13057073223,329000,,,,,,,,
2850,nehnutelnosti.sk_4213836,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Kollarovo namestie,,,140,48.1495093,17.1122256,249000,,,,,,,,
2851,nehnutelnosti.sk_4215841,Bratislava II - Vrakuna,okres Bratislava,4 izbovy byt,Čiastočná rekonštrukcia,Toplianska,Ano,,79,48.1372113,17.2070839,160000,,2,7,Ano,,,,
2852,nehnutelnosti.sk_4215230,Bratislava I - Stare Mesto,okres Bratislava,4 izbovy byt,Novostavba,Tovarenska,,,155,48.143484,17.124774,,,,,,,,,
2853,nehnutelnosti.sk_4214063,Bratislava IV - Karlova Ves,okres Bratislava,3 izbovy byt,Pôvodný stav,Kuklovska,,,85,48.16021729,17.04683626,208000,,,,,,,,
2854,nehnutelnosti.sk_4215226,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Ruzova dolina,,,145,48.152221,17.14136,475000,,,,,,,,
2855,nehnutelnosti.sk_3577361,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Novostavba,Chalupkova,,,,48.1485977,17.107748,,,,,,,,,
2856,nehnutelnosti.sk_4214774,Bratislava II - Ruzinov,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Budovatelska,,,57,48.1496853,17.1270413,195000,,,,,,,,
2857,nehnutelnosti.sk_4214052,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,,,35,48.150026,17.1061491,176000,,,,,,,,
2858,nehnutelnosti.sk_4208183,Bratislava II - Ruzinov,okres Bratislava,4 izbovy byt,Novostavba,Zeleznicna,,A,115,48.1384102,17.1743262,269900,2020,1,2,,,,,
2859,nehnutelnosti.sk_4215342,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Svateho Vincenta,Ano,,92,48.1483765,17.1073105,255000,,2,7,,Ano,,Ustredne,
2860,nehnutelnosti.sk_4216290,Bratislava I - Stare Mesto,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Leskova,,,35,48.1543294,17.1081063,112000,,,,,,,,
2861,nehnutelnosti.sk_4216314,Bratislava IV - Karlova Ves,okres Bratislava,1 izbovy byt,Čiastočná rekonštrukcia,Karloveska,,,34,48.1599821,17.0509201,108000,,,,,,,,
2862,nehnutelnosti.sk_4214056,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,,,60,48.150026,17.1061491,270600,,,,,,,,
2863,nehnutelnosti.sk_4214940,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Novostavba,Vysehradska,,,35,48.096764,17.103956,125000,,,,,,,,
2864,nehnutelnosti.sk_4215873,Bratislava II - Ruzinov,okres Bratislava,4 izbovy byt,Novostavba,Seberiniho,,,,48.15275949448,17.169871330261,335000,,,,,,,,
2865,nehnutelnosti.sk_4214074,Bratislava V - Petrzalka,okres Bratislava,2 izbovy byt,Novostavba,Udernicka,,,40,48.122483552506,17.093557276749,127000,,,,,,,,
2866,nehnutelnosti.sk_4215470,Bratislava IV - Karlova Ves,okres Bratislava,2 izbovy byt,Novostavba,Pupavova,,,46,48.164095,17.0504313,149900,,,,,,,,
2867,nehnutelnosti.sk_4214408,Bratislava II - Vrakuna,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Slatinska,Ano,,35,48.1406962,17.2143019,86000,1976,6,7,,,,,
2868,nehnutelnosti.sk_4216534,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Novostavba,Mliekarenska,,,120,48.15193,17.141765,470000,,,,,,,,
2869,nehnutelnosti.sk_4215081,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Mierova,,,85,48.1497789,17.1694223,259000,,,,,,,,
2870,nehnutelnosti.sk_4214565,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Na Revine,,,64,48.1686859,17.0971232,164000,,,,,,,,
2871,nehnutelnosti.sk_4214054,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,,,41,48.150026,17.1061491,186000,,,,,,,,
2872,nehnutelnosti.sk_3965895,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Pôvodný stav,Klemensova,,,78,48.1436324,17.1187288,250000,,,,,,,,
2873,nehnutelnosti.sk_4029916,Bratislava II - Ruzinov,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Martincekova,,,72,48.1575966,17.1627979,187000,,,,,,,,
2874,nehnutelnosti.sk_4214055,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Gundulicova,,,56,48.150026,17.1061491,274800,,,,,,,,
2875,nehnutelnosti.sk_4216012,Bratislava V - Petrzalka,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Drobneho,,,33,48.191054169341,17.039550719873,115000,,,,,,,,
2876,nehnutelnosti.sk_3810060,Bratislava II - Podunajske Biskupice,okres Bratislava,Apartman,Novostavba,Uzbecka,Ano,,38,48.1347688,17.2068397,123000,,5,9,Ano,,,,
2877,nehnutelnosti.sk_4213647,Bratislava I - Stare Mesto,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Vajanskeho nabrezie,Ano,,60,48.1405,17.1138203,269000,,2,6,,,,Ustredne,
2878,nehnutelnosti.sk_4213121,Bratislava IV - Dubravka,okres Bratislava,Garsonka,Pôvodný stav,Agatova,Ano,B,32,48.1900143,17.0354818,111900,,2,4,,Ano,,,
2879,nehnutelnosti.sk_4213172,Bratislava II - Podunajske Biskupice,okres Bratislava,1 izbovy byt,Kompletná rekonštrukcia,Bodrocka,,,35,48.133344114219,17.208870649337,,,,,,,,,
2880,nehnutelnosti.sk_4213090,Bratislava V - Petrzalka,okres Bratislava,Garsonka,Kompletná rekonštrukcia,Betliarska,,nema,24,48.0995177,17.1157074,91000,,3,4,,,,,
2881,nehnutelnosti.sk_4129629,Bratislava V - Petrzalka,okres Bratislava,4 izbovy byt,Novostavba,Sustekova,Ano,,154,48.1279905,17.1245889,362000,2004,9,10,Ano,,,,
2882,nehnutelnosti.sk_4214047,Bratislava III - Nove Mesto,okres Bratislava,5 a viac izbovy byt,Novostavba,Guothova,,,145,48.16453258,17.10177112,458000,,,,,,,,
2883,nehnutelnosti.sk_4213071,Bratislava IV - Karlova Ves,okres Bratislava,2 izbovy byt,Kompletná rekonštrukcia,Pupavova,,nema,46,48.1537545,17.0579368,150000,,,4,,Ano,,,
2884,nehnutelnosti.sk_4213122,Bratislava II - Vrakuna,okres Bratislava,2 izbovy byt,Pôvodný stav,Stavbarska,Ano,nema,40,48.1398015,17.2044303,45000,,5,10,,Ano,,,
2885,nehnutelnosti.sk_4213541,Bratislava IV - Devinska Nova Ves,okres Bratislava,3 izbovy byt,Kompletná rekonštrukcia,Ivana Bukovcana,Ano,,76,48.2078275,16.9810639,177900,,6,8,Ano,,,,
2886,nehnutelnosti.sk_4040438,Bratislava III - Nove Mesto,okres Bratislava,2 izbovy byt,Čiastočná rekonštrukcia,Jeseniova,,,59,48.1684184,17.1078752,185000,1974,1,3,,Ano,,,
2887,nehnutelnosti.sk_3638652,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Novostavba,Namestie slobody,,,118,48.1485977,17.107748,440000,2011,4,9,,,Ano,,
2888,nehnutelnosti.sk_4199461,Bratislava I - Stare Mesto,okres Bratislava,3 izbovy byt,Čiastočná rekonštrukcia,Kamenne namestie,Ano,,92,48.1449621,17.1129372,355000,,2,9,,,,Ustredne,
